id,database,title,authors,year,journal_type,journal,citations,url,pdf
276,ACM,Size matters: word count as a measure of quality on wikipedia,Joshua E. Blumenstock,2008,Conference,"WWW '08: Proceedings of the 17th international conference on World Wide Web, April 2008, pp 1095-1096",162,https://dl.acm.org/doi/10.1145/1367497.1367673,https://dl.acm.org/doi/pdf/10.1145/1367497.1367673
277,ACM,QualityRank: assessing quality of wikipedia articles by mutually evaluating editors and texts,"Yu Suzuki, Masatoshi Yoshikawa",2012,Conference,"HT '12: Proceedings of the 23rd ACM conference on Hypertext and social media, June 2012, pp 307-308",5,https://dl.acm.org/doi/10.1145/2309996.2310047,https://dl.acm.org/doi/pdf/10.1145/2309996.2310047
278,ACM,"When the levee breaks: without bots, what happens to Wikipedia's quality control processes?","R. Stuart Geiger, Aaron Halfaker",2013,Conference,"WikiSym '13: Proceedings of the 9th International Symposium on Open Collaboration, August 2013, Article No.: 6, pp 1-6",30,https://dl.acm.org/doi/10.1145/2491055.2491061,https://dl.acm.org/doi/pdf/10.1145/2491055.2491061
279,ACM,What makes a good biography?: multidimensional quality analysis based on wikipedia article feedback data,"Lucie Flekova, Oliver Ferschke, Iryna Gurevych",2014,Conference,"WWW '14: Proceedings of the 23rd international conference on World wide web, April 2014, pp 855-866",10,https://dl.acm.org/doi/10.1145/2566486.2567972,https://dl.acm.org/doi/pdf/10.1145/2566486.2567972
280,ACM,GreenWiki: a tool to support users' assessment of the quality of Wikipedia articles,"Daniel Hasan Dalip, Raquel Lara Santos, Diogo Rennó Oliveira, Valéria Freitas Amaral, Marcos André Gonçalves, Raquel Oliveira Prates, Raquel C.M. Minardi, Jussara Marques de Almeida",2011,Conference,"JCDL '11: Proceedings of the 11th annual international ACM/IEEE joint conference on Digital libraries, June 2011, pp 469-470",4,https://dl.acm.org/doi/10.1145/1998076.1998190,https://dl.acm.org/doi/pdf/10.1145/1998076.1998190
281,ACM,Who does what: Collaboration patterns in the wikipedia and their impact on article quality,"Jun Liu, Sudha Ram",2011,unknown,"ACM Transactions on Management Information Systems (TMIS), Volume 2, Issue 2, June 2011, Article No.: 11, pp 1-23",81,https://dl.acm.org/doi/10.1145/1985347.1985352,https://dl.acm.org/doi/pdf/10.1145/1985347.1985352
282,ACM,Don't bite the newbies: how reverts affect the quantity and quality of Wikipedia work,"Aaron Halfaker, Aniket Kittur, John Riedl",2011,Conference,"WikiSym '11: Proceedings of the 7th International Symposium on Wikis and Open Collaboration, October 2011, pp 163-172",125,https://dl.acm.org/doi/10.1145/2038558.2038585,https://dl.acm.org/doi/pdf/10.1145/2038558.2038585
283,ACM,"Reciprocity and Donation: How Article Topic, Quality and Dwell Time Predict Banner Donation on Wikipedia","Rafal Kocielnik, Os Keyes, Jonathan T. Morgan, Dario Taraborelli, David W. McDonald, Gary Hsieh",2018,Conference,"Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 2, Issue CSCW, November 2018, Article No.: 91, pp 1-20",5,https://dl.acm.org/doi/10.1145/3274360,N/A
284,Web of Science,QuWi: Quality Control in Wikipedia,"Cusinato, A; Della Mea, V; Mizzaro, S",2009,Conference,"3rd ACM Workshop on Information Credibility on the Web , pp.27-34",5,https://www.webofscience.com/wos/woscc/full-record/WOS:000283704000005,N/A
285,Web of Science,Information quality work organization in Wikipedia,"Stvilia, B; Twidale, MB; Gasser, L",2008,Journal,"JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY (6) , pp.983-1001",175,https://www.webofscience.com/wos/woscc/full-record/WOS:000254363800010,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1002%2Fasi.20813&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+THE+AMERICAN+SOCIETY+FOR+INFORMATION+SCIENCE+AND+TECHNOLOGY&DestDOIRegistrantName=Wiley+%28John+Wiley+%26+Sons%29
286,Web of Science,Quality of mental health information on Wikipedia,"Wicks, P; Bell, V",2012,unknown,"PSYCHOLOGICAL MEDICINE (4) , pp.891-891",5,https://www.webofscience.com/wos/woscc/full-record/WOS:000302379100020,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1017%2FS0033291712000086&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PSYCHOLOGICAL+MEDICINE&DestDOIRegistrantName=Cambridge+University+Press
287,Web of Science,Automatically Assessing the Quality of Wikipedia Contents,"Bassani, E; Viviani, M",2019,Conference,"34th ACM/SIGAPP Annual International Symposium on Applied Computing (SAC) , pp.804-807",2,https://www.webofscience.com/wos/woscc/full-record/WOS:000474685800110,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F3297280.3297357&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=SAC+%2719%3A+PROCEEDINGS+OF+THE+34TH+ACM%2FSIGAPP+SYMPOSIUM+ON+APPLIED+COMPUTING&DestDOIRegistrantName=Association+for+Computing+Machinery
288,Web of Science,History-based Article Quality Assessment on Wikipedia,"Zhang, SY; Hu, Z; Yu, K",2018,Conference,"IEEE International Conference on Big Data and Smart Computing (BigComp) , pp.1-8",49,https://www.webofscience.com/wos/woscc/full-record/WOS:000435014000001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1109%2FBigComp.2018.00010&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=2018+IEEE+INTERNATIONAL+CONFERENCE+ON+BIG+DATA+AND+SMART+COMPUTING+%28BIGCOMP%29&DestDOIRegistrantName=Institute+of+Electrical+and+Electronics+Engineers
289,Web of Science,WikiLyzer: Interactive Information Quality Assessment in Wikipedia,"di Sciascio, C; Strohmaier, D; Veas, E",2017,Conference,"22nd International Conference on Intelligent User Interfaces (IUI) , pp.377-388",5,https://www.webofscience.com/wos/woscc/full-record/WOS:000458177700039,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F3025171.3025201&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=IUI%2717%3A+PROCEEDINGS+OF+THE+22ND+INTERNATIONAL+CONFERENCE+ON+INTELLIGENT+USER+INTERFACES&DestDOIRegistrantName=Association+for+Computing+Machinery
290,Web of Science,Towards Information Quality Assurance in Spanish Wikipedia,"Ferretti, E; Soria, M; Errecalde, M",2017,Journal,"JOURNAL OF COMPUTER SCIENCE & TECHNOLOGY (1) , pp.29-36",3,https://www.webofscience.com/wos/woscc/full-record/WOS:000424615100004,N/A
291,Web of Science,Mining team characteristics to predict Wikipedia article quality,"Betancourt, GG; Segnini, A; Jullien, N",2016,Conference,12th International Symposium on Open Collaboration (OPENSYM) ,3,https://www.webofscience.com/wos/woscc/full-record/WOS:000391255900015,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F2957792.2971802&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PROCEEDINGS+OF+THE+12TH+INTERNATIONAL+SYMPOSIUM+ON+OPEN+COLLABORATION+%28OPENSYM%29&DestDOIRegistrantName=Association+for+Computing+Machinery
292,Web of Science,Quality Assessment of Wikipedia Articles without Feature Engineering,"Dang, QV; Ignat, CL",2016,Conference,"16th ACM/IEEE-CS Joint Conference on Digital Libraries (JCDL) , pp.27-30",32,https://www.webofscience.com/wos/woscc/full-record/WOS:000389502300006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F2910896.2910917&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=2016+IEEE%2FACM+JOINT+CONFERENCE+ON+DIGITAL+LIBRARIES+%28JCDL%29&DestDOIRegistrantName=Association+for+Computing+Machinery
293,Web of Science,WikipediaViz: Conveying Article Quality for Casual Wikipedia Readers,"Chevalier, F; Huot, S; Fekete, JD",2010,Conference,"IEEE Pacific Visualization Symposium , pp.49-56",14,https://www.webofscience.com/wos/woscc/full-record/WOS:000290973000007,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1109%2FPACIFICVIS.2010.5429611&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=IEEE+PACIFIC+VISUALIZATION+SYMPOSIUM+2010&DestDOIRegistrantName=Institute+of+Electrical+and+Electronics+Engineers
294,Web of Science,Modelling the Quality of Attributes in Wikipedia Infoboxes,"Wecel, K; Lewoniewski, W",2015,Conference,"18th International Workshop on Business Information Systems (BIS) , pp.308-320",16,https://www.webofscience.com/wos/woscc/full-record/WOS:000369170600027,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-26762-3_27&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=BUSINESS+INFORMATION+SYSTEMS+WORKSHOPS%2C+BIS+2015&DestDOIRegistrantName=Springer-Verlag
295,Web of Science,NwQM: A neural quality assessment framework for Wikipedia,"Reddy, BP; Bhushan, S; Mukherjee, A",2020,Conference,"Conference on Empirical Methods in Natural Language Processing (EMNLP) , pp.8396-8406",3,https://www.webofscience.com/wos/woscc/full-record/WOS:000855160708049,N/A
296,Web of Science,Quality Assessment of Wikipedia Content Using Topic Models,"Santos, LCJ; Christofani, T; Dalip, DH",2019,Conference,"25th Brazillian Symposium on Multimedia and the Web (WebMedia) , pp.249-252",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000557314100043,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F3323503.3360628&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=WEBMEDIA+2019%3A+PROCEEDINGS+OF+THE+25TH+BRAZILLIAN+SYMPOSIUM+ON+MULTIMEDIA+AND+THE+WEB&DestDOIRegistrantName=Association+for+Computing+Machinery
297,Web of Science,StRE: Self Attentive Edit Quality Prediction in Wikipedia,"Sarkar, S; Reddy, BP; Mukherjee, A",2019,Conference,"57th Annual Meeting of the Association-for-Computational-Linguistics (ACL) , pp.3962-3972",4,https://www.webofscience.com/wos/woscc/full-record/WOS:000493046106046,N/A
298,Web of Science,Assessing the Quality of Wikipedia Editors through Crowdsourcing,"Suzuki, Y; Nakamura, S",2016,Conference,"25th International Conference on World Wide Web (WWW) , pp.1001-1006",6,https://www.webofscience.com/wos/woscc/full-record/WOS:000687202100240,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F2872518.2891113&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PROCEEDINGS+OF+THE+25TH+INTERNATIONAL+CONFERENCE+ON+WORLD+WIDE+WEB+%28WWW%2716+COMPANION%29&DestDOIRegistrantName=Association+for+Computing+Machinery
299,Web of Science,Classifying Wikipedia Article Quality With Revision History Networks,"Raman, N; Sauerberg, N; Narayan, S",2020,Conference,16th International Symposium on Open Collaboration (OpenSym) ,4,https://www.webofscience.com/wos/woscc/full-record/WOS:000771793800010,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F3412569.3412581&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PROCEEDINGS+OF+THE+16TH+INTERNATIONAL+SYMPOSIUM+ON+OPEN+COLLABORATION+%28OPENSYM%29&DestDOIRegistrantName=Association+for+Computing+Machinery
300,Web of Science,Measuring Article Quality in Wikipedia using the Collaboration Network,"de La Robertie, B; Pitarch, Y; Teste, O",2015,Conference,"IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM) , pp.464-471",19,https://www.webofscience.com/wos/woscc/full-record/WOS:000371793500064,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F2808797.2808895&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PROCEEDINGS+OF+THE+2015+IEEE%2FACM+INTERNATIONAL+CONFERENCE+ON+ADVANCES+IN+SOCIAL+NETWORKS+ANALYSIS+AND+MINING+%28ASONAM+2015%29&DestDOIRegistrantName=Association+for+Computing+Machinery
301,Web of Science,Quality Classification of ASEAN Wikipedia Articles using Statistical Features,"Saengthongpattana, K; Supnithi, T; Soonthornphisaj, N",2018,Conference,"International Joint Symposium on Artificial Intelligence and Natural Language Processing (iSAI-NLP) , pp.207-212",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000493561700037,N/A
302,Web of Science,Readability and quality of wikipedia pages on neurosurgical topics,"Modiri, O; Guha, D; Fallah, A",2018,unknown,"CLINICAL NEUROLOGY AND NEUROSURGERY , pp.66-70",22,https://www.webofscience.com/wos/woscc/full-record/WOS:000427666000013,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1016%2Fj.clineuro.2018.01.021&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=CLINICAL+NEUROLOGY+AND+NEUROSURGERY&DestDOIRegistrantName=Elsevier
303,Web of Science,The Quality and Readability of English Wikipedia Anatomy Articles,"Suwannakhan, A; Casanova-Martinez, D; Limpanuparb, T",2020,unknown,"ANATOMICAL SCIENCES EDUCATION (4) , pp.475-487",9,https://www.webofscience.com/wos/woscc/full-record/WOS:000480057200001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1002%2Fase.1910&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=ANATOMICAL+SCIENCES+EDUCATION&DestDOIRegistrantName=Wiley+%28John+Wiley+%26+Sons%29
304,Web of Science,Predicting Low-Quality Wikipedia Articles Using User's Judgements,"Zhang, N; Ruan, LY; Si, L",2015,Conference,"1st Invitational KredibleNet Workshop , pp.91-99",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000380568200006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-05467-4_6&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=ROLES%2C+TRUST%2C+AND+REPUTATION+IN+SOCIAL+MEDIA+KNOWLEDGE+MARKETS%3A+THEORY+AND+METHODS&DestDOIRegistrantName=Springer-Verlag
305,Web of Science,Quality and Importance of Wikipedia Articles in Different Languages,"Lewoniewski, W; Wecel, K; Abramowicz, W",2016,Conference,"22nd International Conference on Information and Software Technologies (ICIST) , pp.613-624",20,https://www.webofscience.com/wos/woscc/full-record/WOS:000392266800050,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-46254-7_50&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=INFORMATION+AND+SOFTWARE+TECHNOLOGIES%2C+ICIST+2016&DestDOIRegistrantName=Springer-Verlag
306,Web of Science,Knowledge categorization affects popularity and quality of Wikipedia articles,"Lerner, J; Lomi, A",2018,unknown,PLOS ONE (1),15,https://www.webofscience.com/wos/woscc/full-record/WOS:000419101600158,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.1371%2Fjournal.pone.0190674&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PLOS+ONE&DestDOIRegistrantName=Public+Library+of+Science
307,Web of Science,Relative Quality and Popularity Evaluation of Multilingual Wikipedia Articles,"Lewoniewski, W; Wecel, K; Abramowicz, W",2017,unknown,INFORMATICS-BASEL (4),21,https://www.webofscience.com/wos/woscc/full-record/WOS:000423673600011,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.3390%2Finformatics4040043&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=INFORMATICS-BASEL&DestDOIRegistrantName=MDPI+AG
308,Web of Science,Network analysis of user generated content quality in Wikipedia,"Ingawale, M; Dutta, A; Seetharaman, P",2013,unknown,"ONLINE INFORMATION REVIEW (4) , pp.602-619",16,https://www.webofscience.com/wos/woscc/full-record/WOS:000324567600007,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1108%2FOIR-03-2011-0182&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=ONLINE+INFORMATION+REVIEW&DestDOIRegistrantName=Emerald+%28MCB+UP%29
309,Web of Science,Improving information quality of Wikipedia articles with cooperative principle,"Fidler, M; Lavbic, D",2017,unknown,"ONLINE INFORMATION REVIEW (6) , pp.797-811",5,https://www.webofscience.com/wos/woscc/full-record/WOS:000411460600003,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1108%2FOIR-01-2016-0003&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=ONLINE+INFORMATION+REVIEW&DestDOIRegistrantName=Emerald+%28MCB+UP%29
310,Web of Science,Harnessing the Wisdom of Crowds in Wikipedia: Quality Through Coordination,"Kittur, A; Kraut, RE",2008,Conference,"ACM Conference on Computer Supported Cooperative Work , pp.37-46",230,https://www.webofscience.com/wos/woscc/full-record/WOS:000265978000007,N/A
311,Web of Science,Relating Wikipedia article quality to edit behavior and link structure,"Ruprechter, T; Santos, T; Helic, D",2020,unknown,APPLIED NETWORK SCIENCE (1),4,https://www.webofscience.com/wos/woscc/full-record/WOS:000680089100002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.1007%2Fs41109-020-00305-y&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=APPLIED+NETWORK+SCIENCE&DestDOIRegistrantName=Springer-Verlag
312,Web of Science,A Large-scale Study of Wikipedia Users' Quality of Experience,"Salutari, F; Da Hora, D; Rossi, D",2019,Conference,"World Wide Web Conference (WWW) , pp.3194-3200",5,https://www.webofscience.com/wos/woscc/full-record/WOS:000483508403038,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F3308558.3313467&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=WEB+CONFERENCE+2019%3A+PROCEEDINGS+OF+THE+WORLD+WIDE+WEB+CONFERENCE+%28WWW+2019%29&DestDOIRegistrantName=Association+for+Computing+Machinery
313,Web of Science,Enrichment of Information in Multilingual Wikipedia Based on Quality Analysis,"Lewoniewski, W",2017,Conference,"20th International Conference on Business Information Systems (BIS) , pp.216-227",6,https://www.webofscience.com/wos/woscc/full-record/WOS:000450254400019,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-69023-0_19&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=BUSINESS+INFORMATION+SYSTEMS+WORKSHOPS%2C+BIS+2017&DestDOIRegistrantName=Springer-Verlag
314,Web of Science,Readability and quality of Wikipedia articles on pelvic floor disorders,"Handler, SJ; Eckhardt, SE; Yazdany, T",2021,Journal,"INTERNATIONAL UROGYNECOLOGY JOURNAL (12) , pp.3249-3258",5,https://www.webofscience.com/wos/woscc/full-record/WOS:000636135300003,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1007%2Fs00192-021-04776-0&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=INTERNATIONAL+UROGYNECOLOGY+JOURNAL&DestDOIRegistrantName=Springer-Verlag
315,Web of Science,Measuring Quality of Collaboratively Edited Documents: the case of Wikipedia,"Dang, QV; Ignat, CL",2016,Conference,"2nd IEEE International Conference on Collaboration and Internet Computing (IEEE CIC) , pp.266-275",21,https://www.webofscience.com/wos/woscc/full-record/WOS:000393501100030,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1109%2FCIC.2016.42&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=2016+IEEE+2ND+INTERNATIONAL+CONFERENCE+ON+COLLABORATION+AND+INTERNET+COMPUTING+%28IEEE+CIC%29&DestDOIRegistrantName=Institute+of+Electrical+and+Electronics+Engineers
316,Web of Science,Quality Evaluation of Wikipedia Articles through Edit History and Editor Groups,"Wang, S; Iwaihara, M",2011,unknown,"WEB TECHNOLOGIES AND APPLICATIONS , pp.188-199",6,https://www.webofscience.com/wos/woscc/full-record/WOS:000302001600020,N/A
317,Web of Science,Predicting Quality Flaws in User-generated Content: The Case of Wikipedia,"Anderka, M; Stein, B; Lipka, N",2012,Conference,"35th ACM SIGIR Annual International Conference on Research and Development in Information Retrieval , pp.981-990",31,https://www.webofscience.com/wos/woscc/full-record/WOS:000693632400100,N/A
318,Web of Science,Assessing the Quality of Information on Wikipedia: A Deep-Learning Approach,"Wang, P; Li, XD",2020,Journal,"JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY (1) , pp.16-28",11,https://www.webofscience.com/wos/woscc/full-record/WOS:000619261100003,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1002%2Fasi.24210&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+THE+ASSOCIATION+FOR+INFORMATION+SCIENCE+AND+TECHNOLOGY&DestDOIRegistrantName=Wiley+%28John+Wiley+%26+Sons%29
319,Web of Science,On Quality Assesement in Wikipedia Articles Based on Markov Random Fields,"Kleminski, R; Kajdanowicz, T; Kazienko, P",2017,unknown,"INTELLIGENT INFORMATION AND DATABASE SYSTEMS, ACIIDS 2017, PT I , pp.782-791",1,https://www.webofscience.com/wos/woscc/full-record/WOS:000405316000073,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-54472-4_73&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=INTELLIGENT+INFORMATION+AND+DATABASE+SYSTEMS%2C+ACIIDS+2017%2C+PT+I&DestDOIRegistrantName=Springer-Verlag
320,Web of Science,Using big data and network analysis to understand Wikipedia article quality,"Liu, J; Ram, S",2018,unknown,"DATA & KNOWLEDGE ENGINEERING , pp.80-93",11,https://www.webofscience.com/wos/woscc/full-record/WOS:000438831900006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1016%2Fj.datak.2018.02.004&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=DATA+%26+KNOWLEDGE+ENGINEERING&DestDOIRegistrantName=Elsevier
321,Web of Science,THE ADOPTION OF WIKIPEDIA: A COMMUNITY-AND INFORMATION QUALITY-BASED VIEW,"Wang, K; Lin, CL; Yang, SC",2008,Conference,"12th Pacific Asia Conference on Information Systems (PACIS 2008) , pp.248-+",2,https://www.webofscience.com/wos/woscc/full-record/WOS:000262877100020,N/A
322,Web of Science,Analyzing Wikipedia Users' Perceived Quality of Experience: A Large-Scale Study,"Salutari, F; Da Hora, D; Rossi, D",2020,unknown,"IEEE TRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT (2) , pp.1082-1095",4,https://www.webofscience.com/wos/woscc/full-record/WOS:000542964800032,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.1109%2FTNSM.2020.2978685&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=IEEE+TRANSACTIONS+ON+NETWORK+AND+SERVICE+MANAGEMENT&DestDOIRegistrantName=Institute+of+Electrical+and+Electronics+Engineers
323,Web of Science,Structural Analysis of Wikigraph to Investigate Quality Grades of Wikipedia Articles,"Chhabra, A; Srivastava, S; Saini, P",2021,Conference,"30th World Wide Web (WWW) Conference (WebConf) , pp.584-590",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000749534900099,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F3442442.3452345&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=WEB+CONFERENCE+2021%3A+COMPANION+OF+THE+WORLD+WIDE+WEB+CONFERENCE+%28WWW+2021%29&DestDOIRegistrantName=Association+for+Computing+Machinery
324,Web of Science,Contraception in the German-language Wikipedia: a content and quality analysis,"Doring, N; Lehmann, S; Schumann-Doermer, C",2022,unknown,"BUNDESGESUNDHEITSBLATT-GESUNDHEITSFORSCHUNG-GESUNDHEITSSCHUTZ (6) , pp.706-717",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000787649000001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1007%2Fs00103-022-03537-8&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=BUNDESGESUNDHEITSBLATT-GESUNDHEITSFORSCHUNG-GESUNDHEITSSCHUTZ&DestDOIRegistrantName=Springer-Verlag
325,Web of Science,Measures for Quality Assessment of Articles and Infoboxes in Multilingual Wikipedia,"Lewoniewski, W",2019,Conference,"21st International Conference on Business Information Systems (BIS) , pp.619-633",3,https://www.webofscience.com/wos/woscc/full-record/WOS:000792555500053,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-030-04849-5_53&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=BUSINESS+INFORMATION+SYSTEMS+WORKSHOPS+%28BIS+2018%29&DestDOIRegistrantName=Springer-Verlag
